seat_id,seat_number,car_id
3913305,15,53626
3913306,16,53626
3913307,17,53626
3913308,18,53626
3913309,19,53626
3913310,20,53626
3913311,21,53626
3913312,22,53626
3913313,23,53626
3913314,24,53626
3913315,25,53626
3913316,26,53626
3913317,27,53626
3913318,28,53626
3913319,29,53626
3913320,30,53626
3913321,31,53626
3913322,32,53626
3913323,33,53626
3913324,34,53626
3913325,35,53626
3913326,36,53626
3913327,37,53626
3913328,38,53626
3913329,39,53626
3913330,40,53626
3913331,41,53626
3913332,42,53626
3913333,43,53626
3913334,44,53626
3913335,45,53626
3913336,46,53626
3913337,47,53626
3913338,48,53626
3913339,49,53626
3913340,50,53626
3913341,51,53626
3913342,52,53626
3913343,53,53626
3913344,54,53626
3913345,55,53626
3913346,56,53626
3913347,57,53626
3913348,58,53626
3913349,1,53627
3913350,2,53627
3913351,3,53627
3913352,4,53627
3913353,5,53627
3913354,6,53627
3913355,7,53627
3913356,8,53627
3913357,9,53627
3913358,10,53627
3913359,11,53627
3913360,12,53627
3913361,13,53627
3913362,14,53627
3913363,15,53627
3913364,16,53627
3913365,17,53627
3913366,18,53627
3913367,19,53627
3913368,20,53627
3913369,21,53627
3913370,22,53627
3913371,23,53627
3913372,24,53627
3913373,25,53627
3913374,26,53627
3913375,27,53627
3913376,28,53627
3913377,29,53627
3913378,30,53627
3913379,31,53627
3913380,32,53627
3913381,33,53627
3913382,34,53627
3913383,35,53627
3913384,36,53627
3913385,37,53627
3913386,38,53627
3913387,39,53627
3913388,40,53627
3913389,41,53627
3913390,42,53627
3913391,43,53627
3913392,44,53627
3913393,45,53627
3913394,46,53627
3913395,47,53627
3913396,48,53627
3913397,49,53627
3913398,50,53627
3913399,51,53627
3913400,52,53627
3913401,53,53627
3913402,54,53627
3913403,55,53627
3913404,56,53627
3913405,57,53627
3913406,58,53627
3913407,1,53628
3913408,2,53628
3913409,3,53628
3913410,4,53628
3913411,5,53628
3913412,6,53628
3913413,7,53628
3913414,8,53628
3913415,9,53628
3913416,10,53628
3913417,11,53628
3913418,12,53628
3913419,13,53628
3913420,14,53628
3913421,15,53628
3913422,16,53628
3913423,17,53628
3913424,18,53628
3913425,19,53628
3913426,20,53628
3913427,21,53628
3913428,22,53628
3913429,23,53628
3913430,24,53628
3913431,25,53628
3913432,26,53628
3913433,27,53628
3913434,28,53628
3913435,29,53628
3913436,30,53628
3913437,31,53628
3913438,32,53628
3913439,33,53628
3913440,34,53628
3913441,35,53628
3913442,36,53628
3913443,37,53628
3913444,38,53628
3913445,39,53628
3913446,40,53628
3913447,41,53628
3913448,42,53628
3913449,43,53628
3913450,44,53628
3913451,45,53628
3913452,46,53628
3913453,47,53628
3913454,48,53628
3913455,49,53628
3913456,50,53628
3913457,51,53628
3913458,52,53628
3913459,53,53628
3913460,54,53628
3913461,55,53628
3913462,56,53628
3913463,57,53628
3913464,58,53628
3913465,1,53629
3913466,2,53629
3913467,3,53629
3913468,4,53629
3913469,5,53629
3913470,6,53629
3913471,7,53629
3913472,8,53629
3913473,9,53629
3913474,10,53629
3913475,11,53629
3913476,12,53629
3913477,13,53629
3913478,14,53629
3913479,15,53629
3913480,16,53629
3913481,17,53629
3913482,18,53629
3913483,19,53629
3913484,20,53629
3913485,21,53629
3913486,22,53629
3913487,23,53629
3913488,24,53629
3913489,25,53629
3913490,26,53629
3913491,27,53629
3913492,28,53629
3913493,29,53629
3913494,30,53629
3913495,31,53629
3913496,32,53629
3913497,33,53629
3913498,34,53629
3913499,35,53629
3913500,36,53629
3913501,37,53629
3913502,38,53629
3913503,39,53629
3913504,40,53629
3913505,41,53629
3913506,42,53629
3913507,43,53629
3913508,44,53629
3913509,45,53629
3913510,46,53629
3913511,47,53629
3913512,48,53629
3913513,49,53629
3913514,50,53629
3913515,51,53629
3913516,52,53629
3913517,53,53629
3913518,54,53629
3913519,55,53629
3913520,56,53629
3913521,57,53629
3913522,58,53629
3913523,1,53630
3913524,2,53630
3913525,3,53630
3913526,4,53630
3913527,5,53630
3913528,6,53630
3913529,7,53630
3913530,8,53630
3913531,9,53630
3913532,10,53630
3913533,11,53630
3913534,12,53630
3913535,13,53630
3913536,14,53630
3913537,15,53630
3913538,16,53630
3913539,17,53630
3913540,18,53630
3913541,19,53630
3913542,20,53630
3913543,21,53630
3913544,22,53630
3913545,23,53630
3913546,24,53630
3913547,25,53630
3913548,26,53630
3913549,27,53630
3913550,28,53630
3913551,29,53630
3913552,30,53630
3913553,31,53630
3913554,32,53630
3913555,33,53630
3913556,34,53630
3913557,35,53630
3913558,36,53630
3913559,37,53630
3913560,38,53630
3913561,39,53630
3913562,40,53630
3913563,41,53630
3913564,42,53630
3913565,43,53630
3913566,44,53630
3913567,45,53630
3913568,46,53630
3913569,47,53630
3913570,48,53630
3913571,49,53630
3913572,50,53630
3913573,51,53630
3913574,52,53630
3913575,53,53630
3913576,54,53630
3913577,55,53630
3913578,56,53630
3913579,57,53630
3913580,58,53630
3913581,59,53630
3913582,60,53630
3913583,61,53630
3913584,62,53630
3913585,63,53630
3913586,64,53630
3913587,65,53630
3913588,66,53630
3913589,67,53630
3913590,68,53630
3913591,69,53630
3913592,70,53630
3913593,71,53630
3913594,72,53630
3913595,73,53630
3913596,74,53630
3913597,75,53630
3913598,76,53630
3913599,77,53630
3913600,78,53630
3913601,79,53630
3913602,80,53630
3913603,81,53630
3913604,82,53630
3913605,83,53630
3913606,84,53630
3913607,85,53630
3913608,86,53630
3913609,87,53630
3913610,88,53630
3913611,1,53631
3913612,2,53631
3913613,3,53631
3913614,4,53631
3913615,5,53631
3913616,6,53631
3913617,7,53631
3913618,8,53631
3913619,9,53631
3913620,10,53631
3913621,11,53631
3913622,12,53631
3913623,13,53631
3913624,14,53631
3913625,15,53631
3913626,16,53631
3913627,17,53631
3913628,18,53631
3913629,19,53631
3913630,20,53631
3913631,21,53631
3913632,22,53631
3913633,23,53631
3913634,24,53631
3913635,25,53631
3913636,26,53631
3913637,27,53631
3913638,28,53631
3913639,29,53631
3913640,30,53631
3913641,31,53631
3913642,32,53631
3913643,33,53631
3913644,34,53631
