seat_id,seat_number,car_id
4143499,5,56784
4143500,6,56784
4143501,7,56784
4143502,8,56784
4143503,9,56784
4143504,10,56784
4143505,11,56784
4143506,12,56784
4143507,13,56784
4143508,14,56784
4143509,15,56784
4143510,16,56784
4143511,17,56784
4143512,18,56784
4143513,19,56784
4143514,20,56784
4143515,21,56784
4143516,22,56784
4143517,23,56784
4143518,24,56784
4143519,25,56784
4143520,26,56784
4143521,27,56784
4143522,28,56784
4143523,29,56784
4143524,30,56784
4143525,31,56784
4143526,32,56784
4143527,33,56784
4143528,34,56784
4143529,35,56784
4143530,36,56784
4143531,37,56784
4143532,38,56784
4143533,39,56784
4143534,40,56784
4143535,41,56784
4143536,42,56784
4143537,43,56784
4143538,44,56784
4143539,45,56784
4143540,46,56784
4143541,47,56784
4143542,48,56784
4143543,49,56784
4143544,50,56784
4143545,51,56784
4143546,52,56784
4143547,53,56784
4143548,54,56784
4143549,55,56784
4143550,56,56784
4143551,57,56784
4143552,58,56784
4143553,59,56784
4143554,60,56784
4143555,61,56784
4143556,62,56784
4143557,63,56784
4143558,64,56784
4143559,65,56784
4143560,66,56784
4143561,67,56784
4143562,68,56784
4143563,69,56784
4143564,70,56784
4143565,71,56784
4143566,72,56784
4143567,73,56784
4143568,74,56784
4143569,75,56784
4143570,76,56784
4143571,77,56784
4143572,78,56784
4143573,79,56784
4143574,80,56784
4143575,81,56784
4143576,82,56784
4143577,83,56784
4143578,84,56784
4143579,85,56784
4143580,86,56784
4143581,87,56784
4143582,88,56784
4143583,1,56785
4143584,2,56785
4143585,3,56785
4143586,4,56785
4143587,5,56785
4143588,6,56785
4143589,7,56785
4143590,8,56785
4143591,9,56785
4143592,10,56785
4143593,11,56785
4143594,12,56785
4143595,13,56785
4143596,14,56785
4143597,15,56785
4143598,16,56785
4143599,17,56785
4143600,18,56785
4143601,19,56785
4143602,20,56785
4143603,21,56785
4143604,22,56785
4143605,23,56785
4143606,24,56785
4143607,25,56785
4143608,26,56785
4143609,27,56785
4143610,28,56785
4143611,29,56785
4143612,30,56785
4143613,31,56785
4143614,32,56785
4143615,33,56785
4143616,34,56785
4143617,35,56785
4143618,36,56785
4143619,37,56785
4143620,38,56785
4143621,39,56785
4143622,40,56785
4143623,41,56785
4143624,42,56785
4143625,43,56785
4143626,44,56785
4143627,45,56785
4143628,46,56785
4143629,47,56785
4143630,48,56785
4143631,49,56785
4143632,50,56785
4143633,51,56785
4143634,52,56785
4143635,53,56785
4143636,54,56785
4143637,55,56785
4143638,56,56785
4143639,57,56785
4143640,58,56785
4143641,59,56785
4143642,60,56785
4143643,61,56785
4143644,62,56785
4143645,63,56785
4143646,64,56785
4143647,65,56785
4143648,66,56785
4143649,67,56785
4143650,68,56785
4143651,69,56785
4143652,70,56785
4143653,71,56785
4143654,72,56785
4143655,73,56785
4143656,74,56785
4143657,75,56785
4143658,76,56785
4143659,77,56785
4143660,78,56785
4143661,79,56785
4143662,80,56785
4143663,81,56785
4143664,82,56785
4143665,83,56785
4143666,84,56785
4143667,85,56785
4143668,86,56785
4143669,87,56785
4143670,88,56785
4143671,1,56786
4143672,2,56786
4143673,3,56786
4143674,4,56786
4143675,5,56786
4143676,6,56786
4143677,7,56786
4143678,8,56786
4143679,9,56786
4143680,10,56786
4143681,11,56786
4143682,12,56786
4143683,13,56786
4143684,14,56786
4143685,15,56786
4143686,16,56786
4143687,17,56786
4143688,18,56786
4143689,19,56786
4143690,20,56786
4143691,21,56786
4143692,22,56786
4143693,23,56786
4143694,24,56786
4143695,25,56786
4143696,26,56786
4143697,27,56786
4143698,28,56786
4143699,29,56786
4143700,30,56786
4143701,31,56786
4143702,32,56786
4143703,33,56786
4143704,34,56786
4143705,35,56786
4143706,36,56786
4143707,37,56786
4143708,38,56786
4143709,39,56786
4143710,40,56786
4143711,41,56786
4143712,42,56786
4143713,43,56786
4143714,44,56786
4143715,45,56786
4143716,46,56786
4143717,47,56786
4143718,48,56786
4143719,49,56786
4143720,50,56786
