seat_id,seat_number,car_id
2992529,75,41019
2992530,76,41019
2992531,77,41019
2992532,78,41019
2992533,79,41019
2992534,80,41019
2992535,81,41019
2992536,82,41019
2992537,83,41019
2992538,84,41019
2992539,85,41019
2992540,86,41019
2992541,87,41019
2992542,88,41019
2992543,1,41020
2992544,2,41020
2992545,3,41020
2992546,4,41020
2992547,5,41020
2992548,6,41020
2992549,7,41020
2992550,8,41020
2992551,9,41020
2992552,10,41020
2992553,11,41020
2992554,12,41020
2992555,13,41020
2992556,14,41020
2992557,15,41020
2992558,16,41020
2992559,17,41020
2992560,18,41020
2992561,19,41020
2992562,20,41020
2992563,21,41020
2992564,22,41020
2992565,23,41020
2992566,24,41020
2992567,25,41020
2992568,26,41020
2992569,27,41020
2992570,28,41020
2992571,29,41020
2992572,30,41020
2992573,31,41020
2992574,32,41020
2992575,33,41020
2992576,34,41020
2992577,35,41020
2992578,36,41020
2992579,37,41020
2992580,38,41020
2992581,39,41020
2992582,40,41020
2992583,41,41020
2992584,42,41020
2992585,43,41020
2992586,44,41020
2992587,45,41020
2992588,46,41020
2992589,47,41020
2992590,48,41020
2992591,49,41020
2992592,50,41020
2992593,51,41020
2992594,52,41020
2992595,53,41020
2992596,54,41020
2992597,55,41020
2992598,56,41020
2992599,57,41020
2992600,58,41020
2992601,59,41020
2992602,60,41020
2992603,61,41020
2992604,62,41020
2992605,63,41020
2992606,64,41020
2992607,65,41020
2992608,66,41020
2992609,67,41020
2992610,68,41020
2992611,69,41020
2992612,70,41020
2992613,71,41020
2992614,72,41020
2992615,73,41020
2992616,74,41020
2992617,75,41020
2992618,76,41020
2992619,77,41020
2992620,78,41020
2992621,79,41020
2992622,80,41020
2992623,81,41020
2992624,82,41020
2992625,83,41020
2992626,84,41020
2992627,85,41020
2992628,86,41020
2992629,87,41020
2992630,88,41020
2992631,1,41021
2992632,2,41021
2992633,3,41021
2992634,4,41021
2992635,5,41021
2992636,6,41021
2992637,7,41021
2992638,8,41021
2992639,9,41021
2992640,10,41021
2992641,11,41021
2992642,12,41021
2992643,13,41021
2992644,14,41021
2992645,15,41021
2992646,16,41021
2992647,17,41021
2992648,18,41021
