seat_id,seat_number,car_id
1841559,47,25280
1841560,48,25280
1841561,49,25280
1841562,50,25280
1841563,51,25280
1841564,52,25280
1841565,53,25280
1841566,54,25280
1841567,55,25280
1841568,56,25280
1841569,57,25280
1841570,58,25280
1841571,1,25281
1841572,2,25281
1841573,3,25281
1841574,4,25281
1841575,5,25281
1841576,6,25281
1841577,7,25281
1841578,8,25281
1841579,9,25281
1841580,10,25281
1841581,11,25281
1841582,12,25281
1841583,13,25281
1841584,14,25281
1841585,15,25281
1841586,16,25281
1841587,17,25281
1841588,18,25281
1841589,19,25281
1841590,20,25281
1841591,21,25281
1841592,22,25281
1841593,23,25281
1841594,24,25281
1841595,25,25281
1841596,26,25281
1841597,27,25281
1841598,28,25281
1841599,29,25281
1841600,30,25281
1841601,31,25281
1841602,32,25281
1841603,33,25281
1841604,34,25281
1841605,35,25281
1841606,36,25281
1841607,37,25281
1841608,38,25281
1841609,39,25281
1841610,40,25281
1841611,41,25281
1841612,42,25281
1841613,43,25281
1841614,44,25281
1841615,45,25281
1841616,46,25281
1841617,47,25281
1841618,48,25281
1841619,49,25281
1841620,50,25281
1841621,51,25281
1841622,52,25281
1841623,53,25281
1841624,54,25281
1841625,55,25281
1841626,56,25281
1841627,57,25281
1841628,58,25281
1841629,59,25281
1841630,60,25281
1841631,61,25281
1841632,62,25281
1841633,63,25281
1841634,64,25281
1841635,65,25281
1841636,66,25281
1841637,67,25281
1841638,68,25281
1841639,69,25281
1841640,70,25281
1841641,71,25281
1841642,72,25281
1841643,73,25281
1841644,74,25281
1841645,75,25281
1841646,76,25281
1841647,77,25281
1841648,78,25281
1841649,79,25281
1841650,80,25281
1841651,81,25281
1841652,82,25281
1841653,83,25281
1841654,84,25281
1841655,85,25281
1841656,86,25281
1841657,87,25281
1841658,88,25281
1841659,1,25282
1841660,2,25282
1841661,3,25282
1841662,4,25282
1841663,5,25282
1841664,6,25282
1841665,7,25282
1841666,8,25282
1841667,9,25282
1841668,10,25282
1841669,11,25282
1841670,12,25282
1841671,13,25282
1841672,14,25282
1841673,15,25282
1841674,16,25282
1841675,17,25282
1841676,18,25282
1841677,19,25282
1841678,20,25282
1841679,21,25282
1841680,22,25282
1841681,23,25282
1841682,24,25282
1841683,25,25282
1841684,26,25282
1841685,27,25282
1841686,28,25282
1841687,29,25282
1841688,30,25282
1841689,31,25282
1841690,32,25282
1841691,33,25282
1841692,34,25282
1841693,35,25282
1841694,36,25282
1841695,37,25282
1841696,38,25282
1841697,39,25282
1841698,40,25282
1841699,41,25282
1841700,42,25282
1841701,43,25282
1841702,44,25282
1841703,45,25282
1841704,46,25282
1841705,47,25282
1841706,48,25282
1841707,49,25282
1841708,50,25282
1841709,51,25282
1841710,52,25282
1841711,53,25282
1841712,54,25282
1841713,55,25282
1841714,56,25282
1841715,57,25282
1841716,58,25282
1841717,1,25283
1841718,2,25283
1841719,3,25283
1841720,4,25283
1841721,5,25283
1841722,6,25283
1841723,7,25283
1841724,8,25283
1841725,9,25283
1841726,10,25283
1841727,11,25283
1841728,12,25283
1841729,13,25283
1841730,14,25283
1841731,15,25283
1841732,16,25283
1841733,17,25283
1841734,18,25283
1841735,19,25283
1841736,20,25283
1841737,21,25283
1841738,22,25283
1841739,23,25283
1841740,24,25283
1841741,25,25283
1841742,26,25283
1841743,27,25283
1841744,28,25283
1841745,29,25283
1841746,30,25283
1841747,31,25283
1841748,32,25283
1841749,33,25283
1841750,34,25283
1841751,35,25283
1841752,36,25283
1841753,37,25283
1841754,38,25283
1841755,39,25283
1841756,40,25283
1841757,41,25283
1841758,42,25283
1841759,43,25283
1841760,44,25283
1841761,45,25283
1841762,46,25283
1841763,47,25283
1841764,48,25283
1841765,49,25283
1841766,50,25283
1841767,51,25283
1841768,52,25283
1841769,53,25283
1841770,54,25283
