seat_id,seat_number,car_id
1,1,1
2,2,1
3,3,1
4,4,1
5,5,1
6,6,1
7,7,1
8,8,1
9,9,1
10,10,1
11,11,1
12,12,1
13,13,1
14,14,1
15,15,1
16,16,1
17,17,1
18,18,1
19,19,1
20,20,1
21,21,1
22,22,1
23,23,1
24,24,1
25,25,1
26,26,1
27,27,1
28,28,1
29,29,1
30,30,1
31,31,1
32,32,1
33,33,1
34,34,1
35,35,1
36,36,1
37,37,1
38,38,1
39,39,1
40,40,1
41,41,1
42,42,1
43,43,1
44,44,1
45,45,1
46,46,1
47,47,1
48,48,1
49,49,1
50,50,1
51,51,1
52,52,1
53,53,1
54,54,1
55,55,1
56,56,1
57,57,1
58,58,1
59,1,2
60,2,2
61,3,2
62,4,2
63,5,2
64,6,2
65,7,2
66,8,2
67,9,2
68,10,2
69,11,2
70,12,2
71,13,2
72,14,2
73,15,2
74,16,2
75,17,2
76,18,2
77,19,2
78,20,2
79,21,2
80,22,2
81,23,2
82,24,2
83,25,2
84,26,2
85,27,2
86,28,2
87,29,2
88,30,2
89,31,2
90,32,2
91,33,2
92,34,2
93,35,2
94,36,2
95,37,2
96,38,2
97,39,2
98,40,2
99,41,2
100,42,2
101,43,2
102,44,2
103,45,2
104,46,2
105,47,2
106,48,2
107,49,2
108,50,2
109,51,2
110,52,2
111,53,2
112,54,2
113,55,2
114,56,2
115,57,2
116,58,2
117,59,2
118,60,2
119,61,2
120,62,2
121,63,2
122,64,2
123,65,2
124,66,2
125,67,2
126,68,2
127,69,2
128,70,2
129,71,2
130,72,2
131,73,2
132,74,2
133,75,2
134,76,2
135,77,2
136,78,2
137,79,2
138,80,2
139,81,2
140,82,2
141,83,2
142,84,2
143,85,2
144,86,2
145,87,2
146,88,2
147,1,3
148,2,3
149,3,3
150,4,3
151,5,3
152,6,3
153,7,3
154,8,3
155,9,3
156,10,3
157,11,3
158,12,3
159,13,3
160,14,3
161,15,3
162,16,3
163,17,3
164,18,3
165,19,3
166,20,3
167,21,3
168,22,3
169,23,3
170,24,3
171,25,3
172,26,3
173,27,3
174,28,3
175,29,3
176,30,3
177,31,3
178,32,3
179,33,3
180,34,3
181,35,3
182,36,3
183,37,3
184,38,3
185,39,3
186,40,3
187,41,3
188,42,3
189,43,3
190,44,3
191,45,3
192,46,3
193,47,3
194,48,3
195,49,3
196,50,3
197,51,3
198,52,3
199,53,3
200,54,3
201,55,3
202,56,3
203,57,3
204,58,3
205,59,3
206,60,3
207,61,3
208,62,3
209,63,3
210,64,3
211,65,3
212,66,3
213,67,3
214,68,3
215,69,3
216,70,3
217,71,3
218,72,3
219,73,3
220,74,3
221,75,3
222,76,3
223,77,3
224,78,3
225,79,3
226,80,3
227,81,3
228,82,3
229,83,3
230,84,3
231,85,3
232,86,3
233,87,3
234,88,3
235,1,4
236,2,4
237,3,4
238,4,4
239,5,4
240,6,4
241,7,4
242,8,4
243,9,4
244,10,4
245,11,4
246,12,4
247,13,4
248,14,4
249,15,4
250,16,4
251,17,4
252,18,4
253,19,4
254,20,4
255,21,4
256,22,4
257,23,4
258,24,4
259,25,4
260,26,4
261,27,4
262,28,4
263,29,4
264,30,4
265,31,4
266,32,4
267,33,4
268,34,4
269,35,4
270,36,4
271,37,4
272,38,4
273,39,4
274,40,4
275,41,4
276,42,4
277,43,4
278,44,4
279,45,4
280,46,4
281,47,4
282,48,4
283,49,4
284,50,4
285,51,4
286,52,4
287,53,4
288,54,4
289,55,4
290,56,4
291,57,4
292,58,4
293,1,5
294,2,5
295,3,5
296,4,5
297,5,5
298,6,5
299,7,5
300,8,5
301,9,5
302,10,5
303,11,5
304,12,5
305,13,5
306,14,5
307,15,5
308,16,5
309,17,5
310,18,5
311,19,5
312,20,5
313,21,5
314,22,5
315,23,5
316,24,5
317,25,5
318,26,5
319,27,5
320,28,5
321,29,5
322,30,5
323,31,5
324,32,5
325,33,5
326,34,5
327,35,5
328,36,5
329,37,5
330,38,5
331,39,5
332,40,5
333,41,5
334,42,5
335,43,5
336,44,5
337,45,5
338,46,5
339,47,5
340,48,5
341,49,5
342,50,5
343,51,5
344,52,5
345,53,5
346,54,5
347,55,5
348,56,5
349,57,5
350,58,5
351,1,6
352,2,6
353,3,6
354,4,6
355,5,6
356,6,6
357,7,6
358,8,6
359,9,6
360,10,6
361,11,6
362,12,6
363,13,6
364,14,6
365,15,6
366,16,6
367,17,6
368,18,6
369,19,6
370,20,6
371,21,6
372,22,6
373,23,6
374,24,6
375,25,6
376,26,6
377,27,6
378,28,6
379,29,6
380,30,6
381,31,6
382,32,6
383,33,6
384,34,6
385,35,6
386,36,6
387,37,6
388,38,6
389,39,6
390,40,6
391,41,6
392,42,6
393,43,6
394,44,6
395,45,6
396,46,6
397,47,6
398,48,6
399,49,6
400,50,6
401,51,6
402,52,6
403,53,6
