seat_id,seat_number,car_id
1611365,13,22130
1611366,14,22130
1611367,15,22130
1611368,16,22130
1611369,17,22130
1611370,18,22130
1611371,19,22130
1611372,20,22130
1611373,21,22130
1611374,22,22130
1611375,23,22130
1611376,24,22130
1611377,25,22130
1611378,26,22130
1611379,27,22130
1611380,28,22130
1611381,29,22130
1611382,30,22130
1611383,31,22130
1611384,32,22130
1611385,33,22130
1611386,34,22130
1611387,35,22130
1611388,36,22130
1611389,37,22130
1611390,38,22130
1611391,39,22130
1611392,40,22130
1611393,41,22130
1611394,42,22130
1611395,43,22130
1611396,44,22130
1611397,45,22130
1611398,46,22130
1611399,47,22130
1611400,48,22130
1611401,49,22130
1611402,50,22130
1611403,51,22130
1611404,52,22130
1611405,53,22130
1611406,54,22130
1611407,55,22130
1611408,56,22130
1611409,57,22130
1611410,58,22130
1611411,1,22131
1611412,2,22131
1611413,3,22131
1611414,4,22131
1611415,5,22131
1611416,6,22131
1611417,7,22131
1611418,8,22131
1611419,9,22131
1611420,10,22131
1611421,11,22131
1611422,12,22131
1611423,13,22131
1611424,14,22131
1611425,15,22131
1611426,16,22131
1611427,17,22131
1611428,18,22131
1611429,19,22131
1611430,20,22131
1611431,21,22131
1611432,22,22131
1611433,23,22131
1611434,24,22131
1611435,25,22131
1611436,26,22131
1611437,27,22131
1611438,28,22131
1611439,29,22131
1611440,30,22131
1611441,31,22131
1611442,32,22131
1611443,33,22131
1611444,34,22131
1611445,35,22131
1611446,36,22131
1611447,37,22131
1611448,38,22131
1611449,39,22131
1611450,40,22131
1611451,41,22131
1611452,42,22131
1611453,43,22131
1611454,44,22131
1611455,45,22131
1611456,46,22131
1611457,47,22131
1611458,48,22131
1611459,49,22131
1611460,50,22131
1611461,51,22131
1611462,52,22131
1611463,53,22131
1611464,54,22131
1611465,55,22131
1611466,56,22131
1611467,57,22131
1611468,58,22131
1611469,1,22132
1611470,2,22132
1611471,3,22132
1611472,4,22132
1611473,5,22132
1611474,6,22132
1611475,7,22132
1611476,8,22132
1611477,9,22132
1611478,10,22132
1611479,11,22132
1611480,12,22132
1611481,13,22132
1611482,14,22132
1611483,15,22132
1611484,16,22132
1611485,17,22132
1611486,18,22132
1611487,19,22132
1611488,20,22132
1611489,21,22132
1611490,22,22132
1611491,23,22132
1611492,24,22132
1611493,25,22132
1611494,26,22132
1611495,27,22132
1611496,28,22132
1611497,29,22132
1611498,30,22132
1611499,31,22132
1611500,32,22132
1611501,33,22132
1611502,34,22132
1611503,35,22132
1611504,36,22132
1611505,37,22132
1611506,38,22132
1611507,39,22132
1611508,40,22132
1611509,41,22132
1611510,42,22132
1611511,43,22132
1611512,44,22132
1611513,45,22132
1611514,46,22132
1611515,47,22132
1611516,48,22132
1611517,49,22132
1611518,50,22132
1611519,51,22132
1611520,52,22132
1611521,53,22132
1611522,54,22132
1611523,55,22132
1611524,56,22132
1611525,57,22132
1611526,58,22132
1611527,1,22133
1611528,2,22133
1611529,3,22133
1611530,4,22133
1611531,5,22133
1611532,6,22133
1611533,7,22133
1611534,8,22133
1611535,9,22133
1611536,10,22133
1611537,11,22133
1611538,12,22133
1611539,13,22133
1611540,14,22133
1611541,15,22133
1611542,16,22133
1611543,17,22133
1611544,18,22133
1611545,19,22133
1611546,20,22133
1611547,21,22133
1611548,22,22133
1611549,23,22133
1611550,24,22133
1611551,25,22133
1611552,26,22133
1611553,27,22133
1611554,28,22133
1611555,29,22133
1611556,30,22133
1611557,31,22133
1611558,32,22133
1611559,33,22133
1611560,34,22133
1611561,35,22133
1611562,36,22133
1611563,37,22133
1611564,38,22133
1611565,39,22133
1611566,40,22133
1611567,41,22133
1611568,42,22133
1611569,43,22133
1611570,44,22133
1611571,45,22133
1611572,46,22133
1611573,47,22133
1611574,48,22133
1611575,49,22133
1611576,50,22133
1611577,51,22133
1611578,52,22133
1611579,53,22133
1611580,54,22133
1611581,55,22133
1611582,56,22133
1611583,57,22133
1611584,58,22133
1611585,59,22133
1611586,60,22133
1611587,61,22133
1611588,62,22133
1611589,63,22133
1611590,64,22133
1611591,65,22133
1611592,66,22133
1611593,67,22133
1611594,68,22133
1611595,69,22133
1611596,70,22133
1611597,71,22133
1611598,72,22133
1611599,73,22133
1611600,74,22133
1611601,75,22133
1611602,76,22133
1611603,77,22133
1611604,78,22133
1611605,79,22133
1611606,80,22133
1611607,81,22133
1611608,82,22133
1611609,83,22133
1611610,84,22133
1611611,85,22133
1611612,86,22133
1611613,87,22133
1611614,88,22133
1611615,1,22134
1611616,2,22134
1611617,3,22134
1611618,4,22134
1611619,5,22134
1611620,6,22134
1611621,7,22134
1611622,8,22134
1611623,9,22134
1611624,10,22134
1611625,11,22134
1611626,12,22134
1611627,13,22134
1611628,14,22134
1611629,15,22134
1611630,16,22134
1611631,17,22134
1611632,18,22134
1611633,19,22134
1611634,20,22134
1611635,21,22134
1611636,22,22134
1611637,23,22134
1611638,24,22134
1611639,25,22134
1611640,26,22134
1611641,27,22134
1611642,28,22134
1611643,29,22134
1611644,30,22134
1611645,31,22134
1611646,32,22134
1611647,33,22134
1611648,34,22134
1611649,35,22134
1611650,36,22134
1611651,37,22134
1611652,38,22134
1611653,39,22134
1611654,40,22134
1611655,41,22134
1611656,42,22134
1611657,43,22134
1611658,44,22134
1611659,45,22134
1611660,46,22134
1611661,47,22134
1611662,48,22134
1611663,49,22134
1611664,50,22134
1611665,51,22134
1611666,52,22134
1611667,53,22134
1611668,54,22134
1611669,55,22134
1611670,56,22134
1611671,57,22134
1611672,58,22134
1611673,1,22135
1611674,2,22135
1611675,3,22135
1611676,4,22135
1611677,5,22135
1611678,6,22135
1611679,7,22135
1611680,8,22135
1611681,9,22135
1611682,10,22135
1611683,11,22135
1611684,12,22135
1611685,13,22135
1611686,14,22135
1611687,15,22135
1611688,16,22135
1611689,17,22135
1611690,18,22135
1611691,19,22135
1611692,20,22135
1611693,21,22135
1611694,22,22135
1611695,23,22135
1611696,24,22135
1611697,25,22135
1611698,26,22135
1611699,27,22135
1611700,28,22135
1611701,29,22135
1611702,30,22135
1611703,31,22135
1611704,32,22135
1611705,33,22135
1611706,34,22135
1611707,35,22135
1611708,36,22135
1611709,37,22135
1611710,38,22135
1611711,39,22135
1611712,40,22135
1611713,41,22135
1611714,42,22135
1611715,43,22135
1611716,44,22135
1611717,45,22135
1611718,46,22135
1611719,47,22135
1611720,48,22135
1611721,49,22135
1611722,50,22135
1611723,51,22135
1611724,52,22135
1611725,53,22135
1611726,54,22135
1611727,55,22135
1611728,56,22135
1611729,57,22135
1611730,58,22135
1611731,59,22135
1611732,60,22135
1611733,61,22135
1611734,62,22135
1611735,63,22135
1611736,64,22135
1611737,65,22135
1611738,66,22135
1611739,67,22135
1611740,68,22135
1611741,69,22135
1611742,70,22135
1611743,71,22135
1611744,72,22135
1611745,73,22135
1611746,74,22135
1611747,75,22135
1611748,76,22135
1611749,77,22135
1611750,78,22135
1611751,79,22135
1611752,80,22135
1611753,81,22135
1611754,82,22135
1611755,83,22135
1611756,84,22135
1611757,85,22135
1611758,86,22135
1611759,87,22135
1611760,88,22135
1611761,1,22136
1611762,2,22136
1611763,3,22136
1611764,4,22136
1611765,5,22136
1611766,6,22136
1611767,7,22136
1611768,8,22136
1611769,9,22136
1611770,10,22136
1611771,11,22136
1611772,12,22136
1611773,13,22136
1611774,14,22136
1611775,15,22136
1611776,16,22136
1611777,17,22136
1611778,18,22136
1611779,19,22136
1611780,20,22136
1611781,21,22136
1611782,22,22136
1611783,23,22136
1611784,24,22136
1611785,25,22136
1611786,26,22136
1611787,27,22136
1611788,28,22136
1611789,29,22136
1611790,30,22136
1611791,31,22136
1611792,32,22136
1611793,33,22136
1611794,34,22136
1611795,35,22136
1611796,36,22136
1611797,37,22136
1611798,38,22136
1611799,39,22136
1611800,40,22136
1611801,41,22136
1611802,42,22136
1611803,43,22136
1611804,44,22136
1611805,45,22136
1611806,46,22136
1611807,47,22136
1611808,48,22136
1611809,49,22136
1611810,50,22136
1611811,51,22136
1611812,52,22136
1611813,53,22136
1611814,54,22136
1611815,55,22136
1611816,56,22136
1611817,57,22136
1611818,58,22136
1611819,59,22136
1611820,60,22136
1611821,61,22136
1611822,62,22136
1611823,63,22136
1611824,64,22136
1611825,65,22136
1611826,66,22136
1611827,67,22136
1611828,68,22136
1611829,69,22136
1611830,70,22136
1611831,71,22136
1611832,72,22136
1611833,73,22136
1611834,74,22136
1611835,75,22136
1611836,76,22136
1611837,77,22136
1611838,78,22136
1611839,79,22136
1611840,80,22136
1611841,81,22136
1611842,82,22136
1611843,83,22136
1611844,84,22136
1611845,85,22136
1611846,86,22136
1611847,87,22136
1611848,88,22136
1611849,1,22137
1611850,2,22137
1611851,3,22137
1611852,4,22137
1611853,5,22137
1611854,6,22137
1611855,7,22137
1611856,8,22137
1611857,9,22137
1611858,10,22137
1611859,11,22137
1611860,12,22137
1611861,13,22137
1611862,14,22137
1611863,15,22137
1611864,16,22137
1611865,17,22137
1611866,18,22137
1611867,19,22137
1611868,20,22137
1611869,21,22137
1611870,22,22137
1611871,23,22137
1611872,24,22137
1611873,25,22137
1611874,26,22137
1611875,27,22137
1611876,28,22137
1611877,29,22137
1611878,30,22137
1611879,31,22137
1611880,32,22137
1611881,33,22137
1611882,34,22137
1611883,35,22137
1611884,36,22137
1611885,37,22137
1611886,38,22137
1611887,39,22137
1611888,40,22137
1611889,41,22137
1611890,42,22137
1611891,43,22137
1611892,44,22137
1611893,45,22137
1611894,46,22137
1611895,47,22137
1611896,48,22137
1611897,49,22137
1611898,50,22137
1611899,51,22137
1611900,52,22137
1611901,53,22137
1611902,54,22137
1611903,55,22137
1611904,56,22137
1611905,57,22137
1611906,58,22137
1611907,59,22137
1611908,60,22137
1611909,61,22137
1611910,62,22137
1611911,63,22137
1611912,64,22137
1611913,65,22137
1611914,66,22137
1611915,67,22137
1611916,68,22137
1611917,69,22137
1611918,70,22137
1611919,71,22137
1611920,72,22137
1611921,73,22137
1611922,74,22137
1611923,75,22137
1611924,76,22137
1611925,77,22137
1611926,78,22137
1611927,79,22137
1611928,80,22137
1611929,81,22137
1611930,82,22137
1611931,83,22137
1611932,84,22137
1611933,85,22137
1611934,86,22137
1611935,87,22137
1611936,88,22137
1611937,1,22138
1611938,2,22138
1611939,3,22138
1611940,4,22138
1611941,5,22138
1611942,6,22138
1611943,7,22138
1611944,8,22138
1611945,9,22138
1611946,10,22138
1611947,11,22138
1611948,12,22138
1611949,13,22138
1611950,14,22138
1611951,15,22138
1611952,16,22138
1611953,17,22138
1611954,18,22138
1611955,19,22138
1611956,20,22138
1611957,21,22138
1611958,22,22138
1611959,23,22138
1611960,24,22138
1611961,25,22138
1611962,26,22138
1611963,27,22138
1611964,28,22138
1611965,29,22138
1611966,30,22138
1611967,31,22138
1611968,32,22138
1611969,33,22138
1611970,34,22138
1611971,35,22138
1611972,36,22138
1611973,37,22138
1611974,38,22138
1611975,39,22138
1611976,40,22138
1611977,41,22138
1611978,42,22138
1611979,43,22138
1611980,44,22138
1611981,45,22138
1611982,46,22138
1611983,47,22138
1611984,48,22138
1611985,49,22138
1611986,50,22138
1611987,51,22138
1611988,52,22138
1611989,53,22138
1611990,54,22138
1611991,55,22138
1611992,56,22138
1611993,57,22138
1611994,58,22138
1611995,1,22139
1611996,2,22139
1611997,3,22139
1611998,4,22139
1611999,5,22139
1612000,6,22139
1612001,7,22139
1612002,8,22139
1612003,9,22139
1612004,10,22139
1612005,11,22139
1612006,12,22139
1612007,13,22139
1612008,14,22139
1612009,15,22139
1612010,16,22139
1612011,17,22139
1612012,18,22139
1612013,19,22139
1612014,20,22139
1612015,21,22139
1612016,22,22139
1612017,23,22139
1612018,24,22139
1612019,25,22139
1612020,26,22139
1612021,27,22139
1612022,28,22139
1612023,29,22139
1612024,30,22139
1612025,31,22139
1612026,32,22139
1612027,33,22139
1612028,34,22139
1612029,35,22139
1612030,36,22139
1612031,37,22139
1612032,38,22139
1612033,39,22139
1612034,40,22139
1612035,41,22139
1612036,42,22139
1612037,43,22139
1612038,44,22139
1612039,45,22139
1612040,46,22139
1612041,47,22139
1612042,48,22139
1612043,49,22139
1612044,50,22139
1612045,51,22139
1612046,52,22139
1612047,53,22139
1612048,54,22139
1612049,55,22139
1612050,56,22139
1612051,57,22139
1612052,58,22139
1612053,1,22140
1612054,2,22140
1612055,3,22140
1612056,4,22140
1612057,5,22140
1612058,6,22140
1612059,7,22140
1612060,8,22140
1612061,9,22140
1612062,10,22140
1612063,11,22140
1612064,12,22140
1612065,13,22140
1612066,14,22140
1612067,15,22140
1612068,16,22140
1612069,17,22140
1612070,18,22140
1612071,19,22140
1612072,20,22140
1612073,21,22140
1612074,22,22140
1612075,23,22140
1612076,24,22140
1612077,25,22140
1612078,26,22140
1612079,27,22140
1612080,28,22140
1612081,29,22140
1612082,30,22140
1612083,31,22140
1612084,32,22140
1612085,33,22140
1612086,34,22140
