seat_id,seat_number,car_id
2532141,81,34726
2532142,82,34726
2532143,83,34726
2532144,84,34726
2532145,85,34726
2532146,86,34726
2532147,87,34726
2532148,88,34726
2532149,1,34727
2532150,2,34727
2532151,3,34727
2532152,4,34727
2532153,5,34727
2532154,6,34727
2532155,7,34727
2532156,8,34727
2532157,9,34727
2532158,10,34727
2532159,11,34727
2532160,12,34727
2532161,13,34727
2532162,14,34727
2532163,15,34727
2532164,16,34727
2532165,17,34727
2532166,18,34727
2532167,19,34727
2532168,20,34727
2532169,21,34727
2532170,22,34727
2532171,23,34727
2532172,24,34727
2532173,25,34727
2532174,26,34727
2532175,27,34727
2532176,28,34727
2532177,29,34727
2532178,30,34727
2532179,31,34727
2532180,32,34727
2532181,33,34727
2532182,34,34727
2532183,35,34727
2532184,36,34727
2532185,37,34727
2532186,38,34727
2532187,39,34727
2532188,40,34727
2532189,41,34727
2532190,42,34727
2532191,43,34727
2532192,44,34727
2532193,45,34727
2532194,46,34727
2532195,47,34727
2532196,48,34727
2532197,49,34727
2532198,50,34727
2532199,51,34727
2532200,52,34727
2532201,53,34727
2532202,54,34727
2532203,55,34727
2532204,56,34727
2532205,57,34727
2532206,58,34727
2532207,59,34727
2532208,60,34727
2532209,61,34727
2532210,62,34727
2532211,63,34727
2532212,64,34727
2532213,65,34727
2532214,66,34727
2532215,67,34727
2532216,68,34727
2532217,69,34727
2532218,70,34727
2532219,71,34727
2532220,72,34727
2532221,73,34727
2532222,74,34727
2532223,75,34727
2532224,76,34727
2532225,77,34727
2532226,78,34727
2532227,79,34727
2532228,80,34727
2532229,81,34727
2532230,82,34727
2532231,83,34727
2532232,84,34727
2532233,85,34727
2532234,86,34727
2532235,87,34727
2532236,88,34727
2532237,1,34728
2532238,2,34728
2532239,3,34728
2532240,4,34728
2532241,5,34728
2532242,6,34728
2532243,7,34728
2532244,8,34728
2532245,9,34728
2532246,10,34728
2532247,11,34728
2532248,12,34728
2532249,13,34728
2532250,14,34728
2532251,15,34728
2532252,16,34728
2532253,17,34728
2532254,18,34728
2532255,19,34728
2532256,20,34728
2532257,21,34728
2532258,22,34728
2532259,23,34728
2532260,24,34728
2532261,25,34728
2532262,26,34728
2532263,27,34728
2532264,28,34728
2532265,29,34728
2532266,30,34728
2532267,31,34728
2532268,32,34728
2532269,33,34728
2532270,34,34728
2532271,35,34728
2532272,36,34728
2532273,37,34728
2532274,38,34728
2532275,39,34728
2532276,40,34728
2532277,41,34728
2532278,42,34728
2532279,43,34728
2532280,44,34728
2532281,45,34728
2532282,46,34728
2532283,47,34728
2532284,48,34728
2532285,49,34728
2532286,50,34728
2532287,51,34728
2532288,52,34728
2532289,53,34728
2532290,54,34728
2532291,55,34728
2532292,56,34728
2532293,57,34728
2532294,58,34728
2532295,1,34729
2532296,2,34729
2532297,3,34729
2532298,4,34729
2532299,5,34729
2532300,6,34729
2532301,7,34729
2532302,8,34729
2532303,9,34729
2532304,10,34729
2532305,11,34729
2532306,12,34729
2532307,13,34729
2532308,14,34729
2532309,15,34729
2532310,16,34729
2532311,17,34729
2532312,18,34729
2532313,19,34729
2532314,20,34729
2532315,21,34729
2532316,22,34729
2532317,23,34729
2532318,24,34729
2532319,25,34729
2532320,26,34729
2532321,27,34729
2532322,28,34729
2532323,29,34729
2532324,30,34729
2532325,31,34729
2532326,32,34729
2532327,33,34729
2532328,34,34729
2532329,35,34729
2532330,36,34729
2532331,37,34729
2532332,38,34729
2532333,39,34729
2532334,40,34729
2532335,41,34729
2532336,42,34729
2532337,43,34729
2532338,44,34729
2532339,45,34729
2532340,46,34729
2532341,47,34729
2532342,48,34729
2532343,49,34729
2532344,50,34729
2532345,51,34729
2532346,52,34729
2532347,53,34729
2532348,54,34729
2532349,55,34729
2532350,56,34729
2532351,57,34729
2532352,58,34729
2532353,59,34729
2532354,60,34729
2532355,61,34729
2532356,62,34729
2532357,63,34729
2532358,64,34729
2532359,65,34729
2532360,66,34729
2532361,67,34729
2532362,68,34729
2532363,69,34729
2532364,70,34729
2532365,71,34729
2532366,72,34729
2532367,73,34729
2532368,74,34729
2532369,75,34729
2532370,76,34729
2532371,77,34729
2532372,78,34729
2532373,79,34729
2532374,80,34729
2532375,81,34729
2532376,82,34729
2532377,83,34729
2532378,84,34729
2532379,85,34729
2532380,86,34729
2532381,87,34729
2532382,88,34729
2532383,1,34730
2532384,2,34730
2532385,3,34730
2532386,4,34730
2532387,5,34730
2532388,6,34730
2532389,7,34730
2532390,8,34730
2532391,9,34730
2532392,10,34730
2532393,11,34730
2532394,12,34730
2532395,13,34730
2532396,14,34730
2532397,15,34730
2532398,16,34730
2532399,17,34730
2532400,18,34730
2532401,19,34730
2532402,20,34730
2532403,21,34730
2532404,22,34730
2532405,23,34730
2532406,24,34730
2532407,25,34730
2532408,26,34730
2532409,27,34730
2532410,28,34730
2532411,29,34730
2532412,30,34730
2532413,31,34730
2532414,32,34730
2532415,33,34730
2532416,34,34730
2532417,35,34730
2532418,36,34730
2532419,37,34730
2532420,38,34730
2532421,39,34730
2532422,40,34730
2532423,41,34730
2532424,42,34730
2532425,43,34730
2532426,44,34730
2532427,45,34730
2532428,46,34730
2532429,47,34730
2532430,48,34730
2532431,49,34730
2532432,50,34730
2532433,51,34730
2532434,52,34730
2532435,53,34730
2532436,54,34730
