seat_id,seat_number,car_id
1381171,73,18967
1381172,74,18967
1381173,75,18967
1381174,76,18967
1381175,77,18967
1381176,78,18967
1381177,79,18967
1381178,80,18967
1381179,81,18967
1381180,82,18967
1381181,83,18967
1381182,84,18967
1381183,85,18967
1381184,86,18967
1381185,87,18967
1381186,88,18967
1381187,1,18968
1381188,2,18968
1381189,3,18968
1381190,4,18968
1381191,5,18968
1381192,6,18968
1381193,7,18968
1381194,8,18968
1381195,9,18968
1381196,10,18968
1381197,11,18968
1381198,12,18968
1381199,13,18968
1381200,14,18968
1381201,15,18968
1381202,16,18968
1381203,17,18968
1381204,18,18968
1381205,19,18968
1381206,20,18968
1381207,21,18968
1381208,22,18968
1381209,23,18968
1381210,24,18968
1381211,25,18968
1381212,26,18968
1381213,27,18968
1381214,28,18968
1381215,29,18968
1381216,30,18968
1381217,31,18968
1381218,32,18968
1381219,33,18968
1381220,34,18968
1381221,35,18968
1381222,36,18968
1381223,37,18968
1381224,38,18968
1381225,39,18968
1381226,40,18968
1381227,41,18968
1381228,42,18968
1381229,43,18968
1381230,44,18968
1381231,45,18968
1381232,46,18968
1381233,47,18968
1381234,48,18968
1381235,49,18968
1381236,50,18968
1381237,51,18968
1381238,52,18968
1381239,53,18968
1381240,54,18968
1381241,55,18968
1381242,56,18968
1381243,57,18968
1381244,58,18968
1381245,1,18969
1381246,2,18969
1381247,3,18969
1381248,4,18969
1381249,5,18969
1381250,6,18969
1381251,7,18969
1381252,8,18969
1381253,9,18969
1381254,10,18969
1381255,11,18969
1381256,12,18969
1381257,13,18969
1381258,14,18969
1381259,15,18969
1381260,16,18969
1381261,17,18969
1381262,18,18969
1381263,19,18969
1381264,20,18969
1381265,21,18969
1381266,22,18969
1381267,23,18969
1381268,24,18969
1381269,25,18969
1381270,26,18969
1381271,27,18969
1381272,28,18969
1381273,29,18969
1381274,30,18969
1381275,31,18969
1381276,32,18969
1381277,33,18969
1381278,34,18969
1381279,35,18969
1381280,36,18969
1381281,37,18969
1381282,38,18969
1381283,39,18969
1381284,40,18969
1381285,41,18969
1381286,42,18969
1381287,43,18969
1381288,44,18969
1381289,45,18969
1381290,46,18969
1381291,47,18969
1381292,48,18969
1381293,49,18969
1381294,50,18969
1381295,51,18969
1381296,52,18969
1381297,53,18969
1381298,54,18969
1381299,55,18969
1381300,56,18969
1381301,57,18969
1381302,58,18969
1381303,1,18970
1381304,2,18970
1381305,3,18970
1381306,4,18970
1381307,5,18970
1381308,6,18970
1381309,7,18970
1381310,8,18970
1381311,9,18970
1381312,10,18970
1381313,11,18970
1381314,12,18970
1381315,13,18970
1381316,14,18970
1381317,15,18970
1381318,16,18970
1381319,17,18970
1381320,18,18970
1381321,19,18970
1381322,20,18970
1381323,21,18970
1381324,22,18970
1381325,23,18970
1381326,24,18970
1381327,25,18970
1381328,26,18970
1381329,27,18970
1381330,28,18970
1381331,29,18970
1381332,30,18970
1381333,31,18970
1381334,32,18970
1381335,33,18970
1381336,34,18970
1381337,35,18970
1381338,36,18970
1381339,37,18970
1381340,38,18970
1381341,39,18970
1381342,40,18970
1381343,41,18970
1381344,42,18970
1381345,43,18970
1381346,44,18970
1381347,45,18970
1381348,46,18970
1381349,47,18970
1381350,48,18970
1381351,49,18970
1381352,50,18970
1381353,51,18970
1381354,52,18970
1381355,53,18970
1381356,54,18970
1381357,55,18970
1381358,56,18970
1381359,57,18970
1381360,58,18970
1381361,1,18971
1381362,2,18971
1381363,3,18971
1381364,4,18971
1381365,5,18971
1381366,6,18971
1381367,7,18971
1381368,8,18971
1381369,9,18971
1381370,10,18971
1381371,11,18971
1381372,12,18971
1381373,13,18971
1381374,14,18971
1381375,15,18971
1381376,16,18971
1381377,17,18971
1381378,18,18971
1381379,19,18971
1381380,20,18971
1381381,21,18971
1381382,22,18971
1381383,23,18971
1381384,24,18971
1381385,25,18971
1381386,26,18971
1381387,27,18971
1381388,28,18971
1381389,29,18971
1381390,30,18971
1381391,31,18971
1381392,32,18971
1381393,33,18971
1381394,34,18971
1381395,35,18971
1381396,36,18971
1381397,37,18971
1381398,38,18971
1381399,39,18971
1381400,40,18971
1381401,41,18971
1381402,42,18971
1381403,43,18971
1381404,44,18971
1381405,45,18971
1381406,46,18971
1381407,47,18971
1381408,48,18971
1381409,49,18971
1381410,50,18971
1381411,51,18971
1381412,52,18971
1381413,53,18971
1381414,54,18971
1381415,55,18971
1381416,56,18971
1381417,57,18971
1381418,58,18971
