seat_id,seat_number,car_id
3683111,35,50458
3683112,36,50458
3683113,37,50458
3683114,38,50458
3683115,39,50458
3683116,40,50458
3683117,41,50458
3683118,42,50458
3683119,43,50458
3683120,44,50458
3683121,45,50458
3683122,46,50458
3683123,47,50458
3683124,48,50458
3683125,49,50458
3683126,50,50458
3683127,51,50458
3683128,52,50458
3683129,53,50458
3683130,54,50458
3683131,55,50458
3683132,56,50458
3683133,57,50458
3683134,58,50458
3683135,1,50459
3683136,2,50459
3683137,3,50459
3683138,4,50459
3683139,5,50459
3683140,6,50459
3683141,7,50459
3683142,8,50459
3683143,9,50459
3683144,10,50459
3683145,11,50459
3683146,12,50459
3683147,13,50459
3683148,14,50459
3683149,15,50459
3683150,16,50459
3683151,17,50459
3683152,18,50459
3683153,19,50459
3683154,20,50459
3683155,21,50459
3683156,22,50459
3683157,23,50459
3683158,24,50459
3683159,25,50459
3683160,26,50459
3683161,27,50459
3683162,28,50459
3683163,29,50459
3683164,30,50459
3683165,31,50459
3683166,32,50459
3683167,33,50459
3683168,34,50459
3683169,35,50459
3683170,36,50459
3683171,37,50459
3683172,38,50459
3683173,39,50459
3683174,40,50459
3683175,41,50459
3683176,42,50459
3683177,43,50459
3683178,44,50459
3683179,45,50459
3683180,46,50459
3683181,47,50459
3683182,48,50459
3683183,49,50459
3683184,50,50459
3683185,51,50459
3683186,52,50459
3683187,53,50459
3683188,54,50459
3683189,55,50459
3683190,56,50459
3683191,57,50459
3683192,58,50459
3683193,59,50459
3683194,60,50459
3683195,61,50459
3683196,62,50459
3683197,63,50459
3683198,64,50459
3683199,65,50459
3683200,66,50459
3683201,67,50459
3683202,68,50459
3683203,69,50459
3683204,70,50459
3683205,71,50459
3683206,72,50459
3683207,73,50459
3683208,74,50459
3683209,75,50459
3683210,76,50459
3683211,77,50459
3683212,78,50459
3683213,79,50459
3683214,80,50459
3683215,81,50459
3683216,82,50459
3683217,83,50459
3683218,84,50459
3683219,85,50459
3683220,86,50459
3683221,87,50459
3683222,88,50459
3683223,1,50460
3683224,2,50460
3683225,3,50460
3683226,4,50460
3683227,5,50460
3683228,6,50460
3683229,7,50460
3683230,8,50460
3683231,9,50460
3683232,10,50460
3683233,11,50460
3683234,12,50460
3683235,13,50460
3683236,14,50460
3683237,15,50460
3683238,16,50460
3683239,17,50460
3683240,18,50460
3683241,19,50460
3683242,20,50460
3683243,21,50460
3683244,22,50460
3683245,23,50460
3683246,24,50460
3683247,25,50460
3683248,26,50460
3683249,27,50460
3683250,28,50460
3683251,29,50460
3683252,30,50460
3683253,31,50460
3683254,32,50460
3683255,33,50460
3683256,34,50460
3683257,35,50460
3683258,36,50460
3683259,37,50460
3683260,38,50460
3683261,39,50460
3683262,40,50460
3683263,41,50460
3683264,42,50460
3683265,43,50460
3683266,44,50460
3683267,45,50460
3683268,46,50460
3683269,47,50460
3683270,48,50460
3683271,49,50460
3683272,50,50460
3683273,51,50460
3683274,52,50460
3683275,53,50460
3683276,54,50460
3683277,55,50460
3683278,56,50460
3683279,57,50460
3683280,58,50460
3683281,1,50461
3683282,2,50461
3683283,3,50461
3683284,4,50461
3683285,5,50461
3683286,6,50461
3683287,7,50461
3683288,8,50461
3683289,9,50461
3683290,10,50461
3683291,11,50461
3683292,12,50461
3683293,13,50461
3683294,14,50461
3683295,15,50461
3683296,16,50461
3683297,17,50461
3683298,18,50461
3683299,19,50461
3683300,20,50461
3683301,21,50461
3683302,22,50461
3683303,23,50461
3683304,24,50461
3683305,25,50461
3683306,26,50461
3683307,27,50461
3683308,28,50461
3683309,29,50461
3683310,30,50461
3683311,31,50461
3683312,32,50461
3683313,33,50461
3683314,34,50461
3683315,35,50461
3683316,36,50461
3683317,37,50461
3683318,38,50461
3683319,39,50461
3683320,40,50461
3683321,41,50461
3683322,42,50461
3683323,43,50461
3683324,44,50461
3683325,45,50461
3683326,46,50461
3683327,47,50461
3683328,48,50461
3683329,49,50461
3683330,50,50461
3683331,51,50461
3683332,52,50461
3683333,53,50461
3683334,54,50461
3683335,55,50461
3683336,56,50461
3683337,57,50461
3683338,58,50461
3683339,1,50462
3683340,2,50462
3683341,3,50462
3683342,4,50462
3683343,5,50462
3683344,6,50462
3683345,7,50462
3683346,8,50462
3683347,9,50462
3683348,10,50462
3683349,11,50462
3683350,12,50462
3683351,13,50462
3683352,14,50462
3683353,15,50462
3683354,16,50462
3683355,17,50462
3683356,18,50462
3683357,19,50462
3683358,20,50462
3683359,21,50462
3683360,22,50462
3683361,23,50462
3683362,24,50462
3683363,25,50462
3683364,26,50462
3683365,27,50462
3683366,28,50462
3683367,29,50462
3683368,30,50462
3683369,31,50462
3683370,32,50462
3683371,33,50462
3683372,34,50462
3683373,35,50462
3683374,36,50462
3683375,37,50462
3683376,38,50462
3683377,39,50462
3683378,40,50462
3683379,41,50462
3683380,42,50462
3683381,43,50462
3683382,44,50462
3683383,45,50462
3683384,46,50462
3683385,47,50462
3683386,48,50462
3683387,49,50462
3683388,50,50462
3683389,51,50462
3683390,52,50462
3683391,53,50462
3683392,54,50462
3683393,55,50462
3683394,56,50462
3683395,57,50462
3683396,58,50462
3683397,59,50462
3683398,60,50462
3683399,61,50462
3683400,62,50462
3683401,63,50462
3683402,64,50462
3683403,65,50462
3683404,66,50462
3683405,67,50462
3683406,68,50462
3683407,69,50462
3683408,70,50462
3683409,71,50462
3683410,72,50462
3683411,73,50462
3683412,74,50462
3683413,75,50462
3683414,76,50462
3683415,77,50462
3683416,78,50462
3683417,79,50462
3683418,80,50462
3683419,81,50462
3683420,82,50462
3683421,83,50462
3683422,84,50462
3683423,85,50462
3683424,86,50462
3683425,87,50462
3683426,88,50462
3683427,1,50463
3683428,2,50463
3683429,3,50463
3683430,4,50463
3683431,5,50463
3683432,6,50463
3683433,7,50463
3683434,8,50463
3683435,9,50463
3683436,10,50463
3683437,11,50463
3683438,12,50463
3683439,13,50463
3683440,14,50463
3683441,15,50463
3683442,16,50463
3683443,17,50463
3683444,18,50463
3683445,19,50463
3683446,20,50463
3683447,21,50463
3683448,22,50463
3683449,23,50463
3683450,24,50463
3683451,25,50463
3683452,26,50463
3683453,27,50463
3683454,28,50463
3683455,29,50463
3683456,30,50463
3683457,31,50463
3683458,32,50463
3683459,33,50463
3683460,34,50463
3683461,35,50463
3683462,36,50463
3683463,37,50463
3683464,38,50463
3683465,39,50463
3683466,40,50463
3683467,41,50463
3683468,42,50463
3683469,43,50463
3683470,44,50463
3683471,45,50463
3683472,46,50463
3683473,47,50463
3683474,48,50463
3683475,49,50463
3683476,50,50463
3683477,51,50463
3683478,52,50463
3683479,53,50463
3683480,54,50463
3683481,55,50463
3683482,56,50463
3683483,57,50463
3683484,58,50463
3683485,1,50464
3683486,2,50464
3683487,3,50464
3683488,4,50464
3683489,5,50464
3683490,6,50464
3683491,7,50464
3683492,8,50464
3683493,9,50464
3683494,10,50464
3683495,11,50464
3683496,12,50464
3683497,13,50464
3683498,14,50464
3683499,15,50464
3683500,16,50464
3683501,17,50464
3683502,18,50464
3683503,19,50464
3683504,20,50464
3683505,21,50464
3683506,22,50464
3683507,23,50464
3683508,24,50464
3683509,25,50464
3683510,26,50464
3683511,27,50464
3683512,28,50464
3683513,29,50464
3683514,30,50464
3683515,31,50464
3683516,32,50464
3683517,33,50464
3683518,34,50464
3683519,35,50464
3683520,36,50464
3683521,37,50464
3683522,38,50464
3683523,39,50464
3683524,40,50464
3683525,41,50464
3683526,42,50464
3683527,43,50464
3683528,44,50464
3683529,45,50464
3683530,46,50464
3683531,47,50464
3683532,48,50464
3683533,49,50464
3683534,50,50464
3683535,51,50464
3683536,52,50464
3683537,53,50464
3683538,54,50464
3683539,55,50464
3683540,56,50464
3683541,57,50464
3683542,58,50464
3683543,59,50464
3683544,60,50464
3683545,61,50464
3683546,62,50464
3683547,63,50464
3683548,64,50464
3683549,65,50464
3683550,66,50464
3683551,67,50464
3683552,68,50464
3683553,69,50464
3683554,70,50464
3683555,71,50464
3683556,72,50464
3683557,73,50464
3683558,74,50464
3683559,75,50464
3683560,76,50464
3683561,77,50464
3683562,78,50464
3683563,79,50464
3683564,80,50464
3683565,81,50464
3683566,82,50464
3683567,83,50464
3683568,84,50464
3683569,85,50464
3683570,86,50464
3683571,87,50464
3683572,88,50464
3683573,1,50465
3683574,2,50465
3683575,3,50465
3683576,4,50465
3683577,5,50465
3683578,6,50465
3683579,7,50465
3683580,8,50465
3683581,9,50465
3683582,10,50465
3683583,11,50465
3683584,12,50465
3683585,13,50465
3683586,14,50465
3683587,15,50465
3683588,16,50465
3683589,17,50465
3683590,18,50465
3683591,19,50465
3683592,20,50465
3683593,21,50465
3683594,22,50465
3683595,23,50465
3683596,24,50465
3683597,25,50465
3683598,26,50465
3683599,27,50465
3683600,28,50465
3683601,29,50465
3683602,30,50465
3683603,31,50465
3683604,32,50465
3683605,33,50465
3683606,34,50465
3683607,35,50465
3683608,36,50465
3683609,37,50465
3683610,38,50465
3683611,39,50465
3683612,40,50465
3683613,41,50465
3683614,42,50465
3683615,43,50465
3683616,44,50465
3683617,45,50465
3683618,46,50465
3683619,47,50465
3683620,48,50465
3683621,49,50465
3683622,50,50465
3683623,51,50465
3683624,52,50465
3683625,53,50465
3683626,54,50465
3683627,55,50465
3683628,56,50465
3683629,57,50465
3683630,58,50465
3683631,1,50466
3683632,2,50466
3683633,3,50466
3683634,4,50466
3683635,5,50466
3683636,6,50466
3683637,7,50466
3683638,8,50466
3683639,9,50466
3683640,10,50466
3683641,11,50466
3683642,12,50466
3683643,13,50466
3683644,14,50466
3683645,15,50466
3683646,16,50466
3683647,17,50466
3683648,18,50466
3683649,19,50466
3683650,20,50466
3683651,21,50466
3683652,22,50466
3683653,23,50466
3683654,24,50466
3683655,25,50466
3683656,26,50466
3683657,27,50466
3683658,28,50466
3683659,29,50466
3683660,30,50466
3683661,31,50466
3683662,32,50466
3683663,33,50466
3683664,34,50466
3683665,35,50466
3683666,36,50466
3683667,37,50466
3683668,38,50466
3683669,39,50466
3683670,40,50466
3683671,41,50466
3683672,42,50466
3683673,43,50466
3683674,44,50466
3683675,45,50466
3683676,46,50466
3683677,47,50466
3683678,48,50466
3683679,49,50466
3683680,50,50466
3683681,51,50466
3683682,52,50466
3683683,53,50466
3683684,54,50466
3683685,55,50466
3683686,56,50466
3683687,57,50466
3683688,58,50466
3683689,59,50466
3683690,60,50466
3683691,61,50466
3683692,62,50466
3683693,63,50466
3683694,64,50466
3683695,65,50466
3683696,66,50466
3683697,67,50466
3683698,68,50466
3683699,69,50466
3683700,70,50466
3683701,71,50466
3683702,72,50466
3683703,73,50466
3683704,74,50466
3683705,75,50466
3683706,76,50466
3683707,77,50466
3683708,78,50466
3683709,79,50466
3683710,80,50466
3683711,81,50466
3683712,82,50466
3683713,83,50466
3683714,84,50466
3683715,85,50466
3683716,86,50466
3683717,87,50466
3683718,88,50466
3683719,1,50467
3683720,2,50467
3683721,3,50467
3683722,4,50467
3683723,5,50467
3683724,6,50467
3683725,7,50467
3683726,8,50467
3683727,9,50467
3683728,10,50467
3683729,11,50467
3683730,12,50467
3683731,13,50467
3683732,14,50467
3683733,15,50467
3683734,16,50467
3683735,17,50467
3683736,18,50467
3683737,19,50467
3683738,20,50467
3683739,21,50467
3683740,22,50467
3683741,23,50467
3683742,24,50467
3683743,25,50467
3683744,26,50467
3683745,27,50467
3683746,28,50467
3683747,29,50467
3683748,30,50467
3683749,31,50467
3683750,32,50467
3683751,33,50467
3683752,34,50467
3683753,35,50467
3683754,36,50467
3683755,37,50467
3683756,38,50467
3683757,39,50467
3683758,40,50467
3683759,41,50467
3683760,42,50467
3683761,43,50467
3683762,44,50467
3683763,45,50467
3683764,46,50467
3683765,47,50467
3683766,48,50467
3683767,49,50467
3683768,50,50467
3683769,51,50467
3683770,52,50467
3683771,53,50467
3683772,54,50467
3683773,55,50467
3683774,56,50467
3683775,57,50467
3683776,58,50467
3683777,1,50468
3683778,2,50468
3683779,3,50468
3683780,4,50468
3683781,5,50468
3683782,6,50468
3683783,7,50468
3683784,8,50468
3683785,9,50468
3683786,10,50468
3683787,11,50468
3683788,12,50468
3683789,13,50468
3683790,14,50468
3683791,15,50468
3683792,16,50468
3683793,17,50468
3683794,18,50468
3683795,19,50468
3683796,20,50468
3683797,21,50468
