seat_id,seat_number,car_id
3452917,51,47318
3452918,52,47318
3452919,53,47318
3452920,54,47318
3452921,55,47318
3452922,56,47318
3452923,57,47318
3452924,58,47318
3452925,1,47319
3452926,2,47319
3452927,3,47319
3452928,4,47319
3452929,5,47319
3452930,6,47319
3452931,7,47319
3452932,8,47319
3452933,9,47319
3452934,10,47319
3452935,11,47319
3452936,12,47319
3452937,13,47319
3452938,14,47319
3452939,15,47319
3452940,16,47319
3452941,17,47319
3452942,18,47319
3452943,19,47319
3452944,20,47319
3452945,21,47319
3452946,22,47319
3452947,23,47319
3452948,24,47319
3452949,25,47319
3452950,26,47319
3452951,27,47319
3452952,28,47319
3452953,29,47319
3452954,30,47319
3452955,31,47319
3452956,32,47319
3452957,33,47319
3452958,34,47319
3452959,35,47319
3452960,36,47319
3452961,37,47319
3452962,38,47319
3452963,39,47319
3452964,40,47319
3452965,41,47319
3452966,42,47319
3452967,43,47319
3452968,44,47319
3452969,45,47319
3452970,46,47319
3452971,47,47319
3452972,48,47319
3452973,49,47319
3452974,50,47319
3452975,51,47319
3452976,52,47319
3452977,53,47319
3452978,54,47319
3452979,55,47319
3452980,56,47319
3452981,57,47319
3452982,58,47319
3452983,1,47320
3452984,2,47320
3452985,3,47320
3452986,4,47320
3452987,5,47320
3452988,6,47320
3452989,7,47320
3452990,8,47320
3452991,9,47320
3452992,10,47320
3452993,11,47320
3452994,12,47320
3452995,13,47320
3452996,14,47320
3452997,15,47320
3452998,16,47320
3452999,17,47320
3453000,18,47320
3453001,19,47320
3453002,20,47320
3453003,21,47320
3453004,22,47320
3453005,23,47320
3453006,24,47320
3453007,25,47320
3453008,26,47320
3453009,27,47320
3453010,28,47320
3453011,29,47320
3453012,30,47320
3453013,31,47320
3453014,32,47320
3453015,33,47320
3453016,34,47320
3453017,35,47320
3453018,36,47320
3453019,37,47320
3453020,38,47320
3453021,39,47320
3453022,40,47320
3453023,41,47320
3453024,42,47320
3453025,43,47320
3453026,44,47320
3453027,45,47320
3453028,46,47320
3453029,47,47320
3453030,48,47320
3453031,49,47320
3453032,50,47320
3453033,51,47320
3453034,52,47320
3453035,53,47320
3453036,54,47320
3453037,55,47320
3453038,56,47320
3453039,57,47320
3453040,58,47320
