seat_id,seat_number,car_id
3222723,57,44173
3222724,58,44173
3222725,59,44173
3222726,60,44173
3222727,61,44173
3222728,62,44173
3222729,63,44173
3222730,64,44173
3222731,65,44173
3222732,66,44173
3222733,67,44173
3222734,68,44173
3222735,69,44173
3222736,70,44173
3222737,71,44173
3222738,72,44173
3222739,73,44173
3222740,74,44173
3222741,75,44173
3222742,76,44173
3222743,77,44173
3222744,78,44173
3222745,79,44173
3222746,80,44173
3222747,81,44173
3222748,82,44173
3222749,83,44173
3222750,84,44173
3222751,85,44173
3222752,86,44173
3222753,87,44173
3222754,88,44173
3222755,1,44174
3222756,2,44174
3222757,3,44174
3222758,4,44174
3222759,5,44174
3222760,6,44174
3222761,7,44174
3222762,8,44174
3222763,9,44174
3222764,10,44174
3222765,11,44174
3222766,12,44174
3222767,13,44174
3222768,14,44174
3222769,15,44174
3222770,16,44174
3222771,17,44174
3222772,18,44174
3222773,19,44174
3222774,20,44174
3222775,21,44174
3222776,22,44174
3222777,23,44174
3222778,24,44174
3222779,25,44174
3222780,26,44174
3222781,27,44174
3222782,28,44174
3222783,29,44174
3222784,30,44174
3222785,31,44174
3222786,32,44174
3222787,33,44174
3222788,34,44174
3222789,35,44174
3222790,36,44174
3222791,37,44174
3222792,38,44174
3222793,39,44174
3222794,40,44174
3222795,41,44174
3222796,42,44174
3222797,43,44174
3222798,44,44174
3222799,45,44174
3222800,46,44174
3222801,47,44174
3222802,48,44174
3222803,49,44174
3222804,50,44174
3222805,51,44174
3222806,52,44174
3222807,53,44174
3222808,54,44174
3222809,55,44174
3222810,56,44174
3222811,57,44174
3222812,58,44174
3222813,1,44175
3222814,2,44175
3222815,3,44175
3222816,4,44175
3222817,5,44175
3222818,6,44175
3222819,7,44175
3222820,8,44175
3222821,9,44175
3222822,10,44175
3222823,11,44175
3222824,12,44175
3222825,13,44175
3222826,14,44175
3222827,15,44175
3222828,16,44175
3222829,17,44175
3222830,18,44175
3222831,19,44175
3222832,20,44175
3222833,21,44175
3222834,22,44175
3222835,23,44175
3222836,24,44175
3222837,25,44175
3222838,26,44175
3222839,27,44175
3222840,28,44175
3222841,29,44175
3222842,30,44175
3222843,31,44175
3222844,32,44175
3222845,33,44175
3222846,34,44175
3222847,35,44175
3222848,36,44175
3222849,37,44175
3222850,38,44175
3222851,39,44175
3222852,40,44175
3222853,41,44175
3222854,42,44175
3222855,43,44175
3222856,44,44175
3222857,45,44175
3222858,46,44175
3222859,47,44175
3222860,48,44175
3222861,49,44175
3222862,50,44175
3222863,51,44175
3222864,52,44175
3222865,53,44175
3222866,54,44175
3222867,55,44175
3222868,56,44175
3222869,57,44175
3222870,58,44175
3222871,1,44176
3222872,2,44176
3222873,3,44176
3222874,4,44176
3222875,5,44176
3222876,6,44176
3222877,7,44176
3222878,8,44176
3222879,9,44176
3222880,10,44176
3222881,11,44176
3222882,12,44176
3222883,13,44176
3222884,14,44176
3222885,15,44176
3222886,16,44176
3222887,17,44176
3222888,18,44176
3222889,19,44176
3222890,20,44176
3222891,21,44176
3222892,22,44176
3222893,23,44176
3222894,24,44176
3222895,25,44176
3222896,26,44176
3222897,27,44176
3222898,28,44176
3222899,29,44176
3222900,30,44176
3222901,31,44176
3222902,32,44176
3222903,33,44176
3222904,34,44176
3222905,35,44176
3222906,36,44176
3222907,37,44176
3222908,38,44176
3222909,39,44176
3222910,40,44176
3222911,41,44176
3222912,42,44176
3222913,43,44176
3222914,44,44176
3222915,45,44176
3222916,46,44176
3222917,47,44176
3222918,48,44176
3222919,49,44176
3222920,50,44176
3222921,51,44176
3222922,52,44176
3222923,53,44176
3222924,54,44176
3222925,55,44176
3222926,56,44176
3222927,57,44176
3222928,58,44176
3222929,1,44177
3222930,2,44177
3222931,3,44177
3222932,4,44177
3222933,5,44177
3222934,6,44177
3222935,7,44177
3222936,8,44177
3222937,9,44177
3222938,10,44177
3222939,11,44177
3222940,12,44177
3222941,13,44177
3222942,14,44177
3222943,15,44177
3222944,16,44177
3222945,17,44177
3222946,18,44177
3222947,19,44177
3222948,20,44177
3222949,21,44177
3222950,22,44177
3222951,23,44177
3222952,24,44177
3222953,25,44177
3222954,26,44177
3222955,27,44177
3222956,28,44177
3222957,29,44177
3222958,30,44177
3222959,31,44177
3222960,32,44177
3222961,33,44177
3222962,34,44177
3222963,35,44177
3222964,36,44177
3222965,37,44177
3222966,38,44177
3222967,39,44177
3222968,40,44177
3222969,41,44177
3222970,42,44177
3222971,43,44177
3222972,44,44177
3222973,45,44177
3222974,46,44177
3222975,47,44177
3222976,48,44177
3222977,49,44177
3222978,50,44177
3222979,51,44177
3222980,52,44177
3222981,53,44177
3222982,54,44177
3222983,55,44177
3222984,56,44177
3222985,57,44177
3222986,58,44177
3222987,59,44177
3222988,60,44177
3222989,61,44177
3222990,62,44177
3222991,63,44177
3222992,64,44177
3222993,65,44177
3222994,66,44177
3222995,67,44177
3222996,68,44177
3222997,69,44177
3222998,70,44177
3222999,71,44177
3223000,72,44177
3223001,73,44177
3223002,74,44177
3223003,75,44177
3223004,76,44177
3223005,77,44177
3223006,78,44177
3223007,79,44177
3223008,80,44177
3223009,81,44177
3223010,82,44177
3223011,83,44177
3223012,84,44177
3223013,85,44177
3223014,86,44177
3223015,87,44177
3223016,88,44177
3223017,1,44178
3223018,2,44178
3223019,3,44178
3223020,4,44178
3223021,5,44178
3223022,6,44178
3223023,7,44178
3223024,8,44178
3223025,9,44178
3223026,10,44178
3223027,11,44178
3223028,12,44178
3223029,13,44178
3223030,14,44178
3223031,15,44178
3223032,16,44178
3223033,17,44178
3223034,18,44178
3223035,19,44178
3223036,20,44178
3223037,21,44178
3223038,22,44178
3223039,23,44178
3223040,24,44178
3223041,25,44178
3223042,26,44178
3223043,27,44178
3223044,28,44178
3223045,29,44178
3223046,30,44178
3223047,31,44178
3223048,32,44178
3223049,33,44178
3223050,34,44178
3223051,35,44178
3223052,36,44178
3223053,37,44178
3223054,38,44178
3223055,39,44178
3223056,40,44178
3223057,41,44178
3223058,42,44178
3223059,43,44178
3223060,44,44178
3223061,45,44178
3223062,46,44178
3223063,47,44178
3223064,48,44178
3223065,49,44178
3223066,50,44178
3223067,51,44178
3223068,52,44178
3223069,53,44178
3223070,54,44178
3223071,55,44178
3223072,56,44178
3223073,57,44178
3223074,58,44178
3223075,59,44178
3223076,60,44178
3223077,61,44178
3223078,62,44178
3223079,63,44178
3223080,64,44178
3223081,65,44178
3223082,66,44178
3223083,67,44178
3223084,68,44178
3223085,69,44178
3223086,70,44178
3223087,71,44178
3223088,72,44178
3223089,73,44178
3223090,74,44178
3223091,75,44178
3223092,76,44178
3223093,77,44178
3223094,78,44178
3223095,79,44178
3223096,80,44178
3223097,81,44178
3223098,82,44178
3223099,83,44178
3223100,84,44178
3223101,85,44178
3223102,86,44178
3223103,87,44178
3223104,88,44178
3223105,1,44179
3223106,2,44179
3223107,3,44179
3223108,4,44179
3223109,5,44179
3223110,6,44179
3223111,7,44179
3223112,8,44179
3223113,9,44179
3223114,10,44179
3223115,11,44179
3223116,12,44179
3223117,13,44179
3223118,14,44179
3223119,15,44179
3223120,16,44179
3223121,17,44179
3223122,18,44179
3223123,19,44179
3223124,20,44179
3223125,21,44179
3223126,22,44179
3223127,23,44179
3223128,24,44179
3223129,25,44179
3223130,26,44179
3223131,27,44179
3223132,28,44179
3223133,29,44179
3223134,30,44179
3223135,31,44179
3223136,32,44179
3223137,33,44179
3223138,34,44179
3223139,35,44179
3223140,36,44179
3223141,37,44179
3223142,38,44179
3223143,39,44179
3223144,40,44179
3223145,41,44179
3223146,42,44179
3223147,43,44179
3223148,44,44179
3223149,45,44179
3223150,46,44179
3223151,47,44179
3223152,48,44179
3223153,49,44179
3223154,50,44179
3223155,51,44179
3223156,52,44179
3223157,53,44179
3223158,54,44179
3223159,55,44179
3223160,56,44179
3223161,57,44179
3223162,58,44179
3223163,59,44179
3223164,60,44179
3223165,61,44179
3223166,62,44179
